url,Category,Sub Category,Sub-Category,Breadcumb,Title,Brand,Manufacturer,Product SKU,Description,Features,Includes,Specifications,Images
https://www.milwaukeetool.com/Products/Power-Tools/Fastening/Impact-Wrenches/2869-20,Power-Tools,Fastening,Impact-Wrenches,Products/Power-Tools/Fastening/Impact-Wrenches/2869-20,"M18 FUEL 1"" D-Handle Ext. Anvil High Torque Impact Wrench w/ ONE-KEY | Milwaukee Tool",Milwaukee,Milwaukee Tools,2869-20,"Our M18 FUEL™ 1"" D-Handle Extended Anvil High Torque Impact Wrench w/ ONE-KEY™ is the world’s first cordless 1” D-Handle High Torque Impact Wrench. The POWERSTATE™ Brushless Motor delivers up to 2,000 ft-lbs of nut-busting torque and 1,900 ft-lbs of fastening torque, making this the world's most powerful cordless impact wrench, enabling you to complete the most demanding applications.  With the runtime for up to 120 lug nut removals and installations on a single HIGH OUTPUT™ HD 12.0Ah battery, this portable impact wrench provides unmatched performance. Lug Nut Mode, which can be enabled through the ONE-KEY™ app, prevents the over-torque of lug nuts by automatically shutting off the tool, providing more control.  The REDLINK PLUS™ Intelligence ensures you achieve maximum performance and protects the High Torque Impact Wrench against overloads, over-heating, and over-discharge. M18™ REDLITHIUM™ Battery Packs are compatible with all M18™ tools, providing this high torque cordless impact wrench with more work per charge and more work over the life of the pack. A patented battery isolation system manages high frequency vibrations, enabling battery movement that prevents damage and ensures a constant connection between the battery and tool when in use. The 4-Mode DRIVE CONTROL™ provides you with greater control over the output speed and power of the MILWAUKEE® High Torque Impact Wrench. The ONE-KEY™ Technology allows you to customize, track, and manage the impact wrench with the ability to set a repeatable torque output for maximum control.","POWERSTATE™ Brushless Motor delivers up to 2,000 ft-lbs. Nut-Busting Torque, Making it the World's Most Powerful Cordless Impact Wrench | Unmatched Productivity with the runtime to Remove & Install up to 120 Lug Nuts on a single HIGH OUTPUT™ HD12.0Ah battery	 | ONE-KEY™ enabled Lug Nut Mode Prevents Over-Torque and More Control by automatically shutting off the tool | 4-Mode DRIVE CONTROL™ provides greater control over output speed and power.	 | ONE-KEY™ Compatible: Ability to Customize, Track and Manage tools for increased productivity and investment protection. Includes the ability to set a repeatable torque output for maximum control	 | A patented battery isolation system manages high frequency vibrations, enabling battery movement that prevents damage and ensures a constant connection between the battery and tool when in use. | Tri-LEDs deliver high definition lighting to increase workspace visibility with less shadows	 | 360° adjustable and removable side handle	 | Lanyard loop included allows for safer use and easier storage	 | REDLINK PLUS™ Intelligence ensures maximum performance and protects from overloads, heating and over-discharge	 | Premium rubber overmold withstands corrosive materials and provides increased comfort when in use	 | M18 REDLITHIUM™ HIGH OUTPUT™ HD12.0 battery pack: 50% more power and runs 50% cooler vs M18 REDLITHIUM HD	 | Compatible with all M18™ batteries","(1),M18 FUEL™ 1"" D-Handle Ext. Anvil High Torque Impact Wrench w/ ONE-KEY™,(2869-20),
                        ,(1),
                        ,Tool-Free Adjustable Handle,
                    ,
                        ,(1),
                        ,Lanyard Loop,
                    ","{'Height': '7.75""', 'Length': '23.24""', 'Tool Warranty': '2 years', 'Voltage': '18V', 'Weight': '23.2 lbs', 'Width': '5.12""', 'Power Source': 'Cordless', 'Fastening Torque': '0-1,900 ft-lbs', 'Nut Busting Torque': '0-2,000 ft-lbs', 'No Load RPM': '0-1200', 'No Load IPM': '0-1440', 'Drive Control': '4-Mode Customizable', 'Compatible Chargers': 'Compatible with all M18™ chargers', 'Compatible Batteries': 'Compatible with all M18™ battery packs', 'One Key Compatible': 'Yes', 'Battery System': 'M18'}","{'Zoom Image': '/-/media/Products/2869/2869-20_1.png?mw=520&mh=520&hash=E2965E30B3DFE4DB3AAB9956D4987F4F', 'Thumbnail': '/-/media/Products/2869/2869-20_1.png?mw=85&mh=85&hash=E76F304E03B9E8F30FC94DCE80E69F53'}"
https://www.milwaukeetool.com/Products/Power-Tools/Electrical-Installation/Fish-Tapes/2873-20,Power-Tools,Electrical-Installation,Fish-Tapes,Products/Power-Tools/Electrical-Installation/Fish-Tapes/2873-20,M18 FUEL™ ANGLER™ Pulling Fish Tape Powered Base |Milwaukee Tool,Milwaukee,Milwaukee Tools,2873-20,"Our M18 FUEL™ ANGLER™ Interchangeable Pulling Fish Tape System is the world's first battery powered fish tape solution. The fish tape wire puller’s AUTO-RUN™ Powered Feed and Retract eliminates manual pulling tools for less user fatigue and automatically reels the tape back into the Replacement Cartridge for a cleaner jobsite. Our electric fish tape wire puller features a POWERSTATE™ Brushless Motor that provides the ability to pull wire through a 200' run with 360° degrees of bends. This new battery powered fish tape puller is more efficient with an automatic feed that pushes through bends faster for maximum jobsite efficiency. The MILWAUKEE® M18 FUEL™ ANGLER™ Pulling Fish Tape Powered Base is powered by the M18™ REDLITHIUM™ battery pack (not included) and is compatible with 3 Less Binding steel and non-conductive Replacement Cartridges to tackle any situation. Our automatic wire puller is equipped with REDLINK PLUS™ Intelligence to ensure maximum performance and protection from overload.
",Power to Pull 200' through 360° Bends Faster	 | AUTO-RUN™ Powered Feed & Retract for Reduced Muscle Effort | Less Binding Replacement Cartridge Design Delivers Easiest Payout and Wind-up | Tape automatically retracts into cartridge for a cleaner jobsite	 | Automatic feed pushes through bends faster	 | Compatible with 3 interchangeable cartridges up to 240' steel and 100' non-conductive	 | Variable speed trigger for maximum control	 | Durable powered base and replaceable cartridges deliver the longest lasting solution	 | Quick-change latches for easy cartridge swap out | Compatible with All M18™ Batteries,"(1),M18 FUEL™ ANGLER™ Pulling Fish Tape Powered Base,(2873-20)","{'Height': '17.7""', 'Length': '13.2""', 'Weight': '6.4 lbs', 'Width': '6""', 'Power Source': 'Cordless', 'Battery System': 'M18'}","{'Zoom Image': '/-/media/Products/2873/2873-20_1.png?mw=520&mh=520&hash=B4FF0B0E2C0A9F30096CBC6FB7A42A98', 'Thumbnail': '/-/media/Products/2873/2873-20_1.png?mw=85&mh=85&hash=E29F610CB5BB40E4F311AA8DA042DDCA'}"
https://www.milwaukeetool.com/Products/Power-Tools/Metalworking/Grinders/2880-20,Power-Tools,Metalworking,Grinders,Products/Power-Tools/Metalworking/Grinders/2880-20,"M18 FUEL 4-1/2"" / 5"" Grinder Paddle Switch, No-Lock | Milwaukee Tool",Milwaukee,Milwaukee Tools,2880-20,"Our M18 FUEL™ 4-1/2"" / 5"" Grinder Paddle Switch, No Lock is the next advancement in power and performance, generating 11A corded power, fastest cutting, and delivering up to 135 cuts per charge. The M18 FUEL™ 4-1/2"" / 5"" Grinder generates 11A corded power allowing you to complete the toughest grinding and cutting applications, all on the M18™ Cordless System. The POWERSTATE™ Brushless Motor delivers maximum sustained power and 8,500 RPM to remove material faster and increase productivity. REDLINK PLUS™ Intelligence ensures unmatched levels of performance, protection, and compatibility. The M18 FUEL™ 4-1/2"" / 5"" Grinder includes an electronic clutch for kickback protection, as well as overload protection to maximize motor life. The M18™ REDLITHIUM™ HIGH OUTPUT™ XC6.0 Batteries (not included) deliver 50% more power while running 50% cooler than our M18™ REDLITHIUM™ XC Batteries and are compatible with 200+ Tools in the M18™ System. With tool-free accessory and guard adjustments, you will experience faster accessory changes, and less downtime, while remaining fully compatible with the most common accessories in the market. The MILWAUKEE® M18 FUEL™ 4-1/2"" / 5"" Grinder takes cordless grinders to the next level in performance and run-time.   	 ","POWERSTATE™ Brushless Motor: Purposely built for the M18 FUEL™ 4-1/2"" / 5"" Angle Grinder delivers 8,500 RPM to provide the power to complete the toughest grinding and cutting applications. 	 | REDLINK PLUS™ Intelligence: Most advanced system of electronics in the industry, enabling communication between batteries and tools, allowing for unmatched levels of performance, protection, and compatibility. 	 | REDLITHIUM™ HIGH OUTPUT™ Battery Pack (Not Included): Provides 50% more power and runs 50% cooler versus standard REDLITHIUM™ Battery. Superior pack construction, electronics and performance deliver more work per charge and more work over pack lifespan than any battery on the market. | Paddle Switch Design for Increased  Comfort and Ease-Of-Use when Operating in Various Positions  | Tool-Free Guard Adjustment for faster guard installations and adjustments 	 | Tool-Free Accessory Changes with Integrated FIXTEC Nut Technology	 | Electronic Clutch for Kickback Protection	 | 5/8""-11 Spindle for Use with Common Grinding Accessories	 | Overload Protection to Maximize Motor Life	 | Anti-Vibration Side Handle for Increased User Comfort and Safety 	 | Compatible with all M18™ Batteries","(1),M18 FUEL™ 4-1/2"" / 5"" Grinder Paddle Switch, No-Lock,(2880-20),
                        ,(1),
                        ,T27 Guard,
                    ,
                        ,(1),
                        ,T1 Clip-On Guard,
                    ,
                        ,(1),
                        ,Side Handle,
                    ,
                        ,(1),
                        ,Wrench,
                    ,
                        ,(1),
                        ,Back Flange,
                    ,
                        ,(1),
                        ,Flange Nut,
                    ","{'Power Source': 'Cordless', 'Warranty': '5 Year Limited Warranty'}","{'Zoom Image': '/-/media/Products/2880/2880-20_1.png?mw=520&mh=520&hash=E6723A25E9912EE693992564DA78AC69', 'Thumbnail': '/-/media/Products/2880/2880-20_1.png?mw=85&mh=85&hash=2380F6C5DB87C82036D645DDEE4617FE'}"
https://www.milwaukeetool.com/Products/Power-Tools/Metalworking/Grinders/2881-20,Power-Tools,Metalworking,Grinders,Products/Power-Tools/Metalworking/Grinders/2881-20,"M18 FUEL 4-1/2"" / 5"" Grinder Paddle Switch, No-Lock | Milwaukee Tool",Milwaukee,Milwaukee Tools,2881-20,"Our M18 FUEL™ 4-1/2"" / 5"" Grinder Paddle Switch, No Lock is the next advancement in power and performance, generating 11A corded power, fastest cutting, and delivering up to 135 cuts per charge. The M18 FUEL™ 4-1/2"" / 5"" Grinder generates 11A corded power allowing you to complete the toughest grinding and cutting applications, all on the M18™ Cordless System. The POWERSTATE™ Brushless Motor delivers maximum sustained power and 8,500 RPM to remove material faster and increase productivity. REDLINK PLUS™ Intelligence ensures unmatched levels of performance, protection, and compatibility. The M18 FUEL™ 4-1/2"" / 5"" Grinder includes an electronic clutch for kickback protection, as well as overload protection to maximize motor life. The M18™ REDLITHIUM™ HIGH OUTPUT™ XC6.0 Batteries (not included) deliver 50% more power while running 50% cooler than our M18™ REDLITHIUM™ XC Batteries and are compatible with 200+ Tools in the M18™ System. With tool-free accessory and guard adjustments, you will experience faster accessory changes, and less downtime, while remaining fully compatible with the most common accessories in the market. The MILWAUKEE® M18 FUEL™ 4-1/2""/ 5"" Grinder takes cordless grinders to the next level in performance and run-time.   	 ","POWERSTATE™ Brushless Motor: Purposely built for the M18 FUEL™ 4-1/2"" / 5"" Angle Grinder delivers 8,500 RPM to provide the power to complete the toughest grinding and cutting applications. 	 | REDLINK PLUS™ Intelligence: Most advanced system of electronics in the industry, enabling communication between batteries and tools, allowing for unmatched levels of performance, protection, and compatibility. 	 | REDLITHIUM™ HIGH OUTPUT™ Battery Pack (Not Included): Provides 50% more power and runs 50% cooler versus standard REDLITHIUM™ Battery. Superior pack construction, electronics and performance deliver more work per charge and more work over pack lifespan than any battery on the market. | Slide Switch Designed to Reduce User Fatigue  | Tool-Free Guard Adjustment for faster guard installations and adjustments 	 | Tool-Free Accessory Changes with Integrated FIXTEC Nut Technology	 | Electronic Clutch for Kickback Protection	 | 5/8""-11 Spindle for Use with Common Grinding Accessories	 | Overload Protection to Maximize Motor Life	 | Anti-Vibration Side Handle for Increased User Comfort and Safety 	 | Compatible with all M18™ Batteries","(1),M18 FUEL™ 4-1/2"" / 5"" Grinder Paddle Switch, No-Lock,(2881-20),
                        ,(1),
                        ,T27 Guard,
                    ,
                        ,(1),
                        ,T1 Clip-On Guard,
                    ,
                        ,(1),
                        ,Side Handle,
                    ,
                        ,(1),
                        ,Wrench,
                    ,
                        ,(1),
                        ,Back Flange,
                    ,
                        ,(1),
                        ,Flange Nut,
                    ","{'Power Source': 'Cordless', 'Warranty': '5 Year Limited Warranty'}","{'Zoom Image': '/-/media/Products/2880/2881-20_1.png?mw=520&mh=520&hash=4DC9A50E04CA60D68B407F34A6886C7E', 'Thumbnail': '/-/media/Products/2880/2881-20_1.png?mw=85&mh=85&hash=EEFDE32CF051460350E7A3B6266D1E1E'}"
https://www.milwaukeetool.com/Products/Power-Tools/Specialty-Tools/Rivet-Tools/2660-20,Power-Tools,Specialty-Tools,Rivet-Tools,Products/Power-Tools/Specialty-Tools/Rivet-Tools/2660-20,"M18 FUEL™ 1/4"" Blind Rivet Tool w/ ONE-KEY™ |Milwaukee Tool",Milwaukee,Milwaukee Tools,2660-20,"Our M18 FUEL™ ¼” Blind Rivet Tool w/ ONE-KEY™ is the fastest cordless rivet tool. It eliminates the need for hoses and compressors while delivering up to 3X longer life than other cordless riveters. This rivet gun significantly increases productivity, installing rivets up to 50% faster than cordless competitors. The premium steel alloy 3-jaw design delivers more work between jaw changes. While lightweight, this Milwaukee rivet gun was designed to withstand harsh shop or assembly plant environments, manufactured with an all-metal gearcase, impact strength plastics, and protective over-mold. The POWERSTATE™ Brushless Motor delivers 4,500 lbs. (20kN) of pulling force for high strength blind rivets in all materials. This rivet tool pulls up to 900 3/16” aluminum or 500 1/4” aluminum blind rivets on one charge with an M18™ REDLITHIUM™ CP2.0 battery (not included). M18™ REDLITHIUM™ Battery Packs fit M18™ tools, providing you with more work per charge and more work over the battery life. REDLINK PLUS™ Intelligence ensures maximum performance and protects the rivet tool and battery against overloads, over-heating, and over-discharge. The MILWAUKEE® M18 FUEL™ ¼” Blind Rivet Tool with ONE-KEY™ compatibility, allowing you to track and manage your tool.","Up to 50% faster than cordless competitors	 | Maximum tool and jaw durability provide up to 3X longer life	 | Eliminates compressors and hoses providing lower cost of ownership, greater productivity, more portability and more safety	 | Installs 3/16"" (4.8mm), 7/32"" (6.0mm), 1/4"" (6.4mm) and 9/32"" (7.0mm) aluminum, steel, and stainless steel rivets	 | Installs up to 500 1/4"" aluminum blind rivets on one REDLITHIUM™ CP2.0 battery charge	 | POWERSTATE™ Brushless Motor delivers 4,500 lbs. (20kN) of pulling force for high strength blind rivets in all materials	 | 1.18"" stroke length | Weighs only 5.6 lbs. with REDLITHIUM™2.0Ah battery	 | Only 12.5"" in length including the mandrel collector	 | ONE-KEY™ Compatible: Ability to Track and Manage tools for increased productivity and investment protection | Premium rubber over-mold withstands corrosive materials and provides increased comfort when in use	 | Compatible with all M18™ batteries and chargers","(1),M18 FUEL™ 1/4"" Blind Rivet Tool w/ ONE-KEY™ Bare Tool,(2660-20),(1),M18 FUEL™ 1/4"" Blind Rivet Tool w/ ONE-KEY™ Retention Nose Piece 4-Pack,(49-16-2660RP),
                        ,(1),
                        ,Nose Piece Wrench,
                    ,
                        ,(1),
                        ,Mandrel Collector,
                    ,
                        ,(1),
                        ,Hanging Ring,
                    ,
                        ,(1),
                        ,Belt Clip,
                    ","{'Height': '9.5""', 'Weight': '4.66 lbs', 'Width': '2.5""', 'Power Source': 'Cordless', 'Rivet Sizes': ' 3/16"", 7/32"", 1/4"", 9/32""', 'Rivet Material': 'Aluminum, Steel, Stainless Steel', 'Pull Force': '4,500 lbs', 'Stroke Length': ' 1.18""', 'Nose Reach': '3.13""', 'Length with Mandrel Collector': '12.5""', 'Length without Mandrel Collector': '10.13""', '\xa0': '\xa0'}","{'Zoom Image': '/-/media/Products/2660/2660-20_3.png?mw=520&mh=520&hash=37020F22DFA3F47160EBC5C3E1AD4E0B', 'Thumbnail': '/-/media/Products/2660/2660-20_3.png?mw=85&mh=85&hash=AD490A4BB0F76539913D88A378C41CBA'}"
https://www.milwaukeetool.com/Products/Storage-Solutions/PACKOUT/PACKOUT-Tool-Boxes/48-22-8442,Storage-Solutions,PACKOUT,PACKOUT-Tool-Boxes,Products/Storage-Solutions/PACKOUT/PACKOUT-Tool-Boxes/48-22-8442,PACKOUT 2-Drawer Tool Box | Milwaukee Tool,Milwaukee,Milwaukee Tools,48-22-8442,"Our PACKOUT™ Modular Storage System is the industry's most versatile and durable storage system. The PACKOUT™ 2-Drawer Tool Box has a 50lbs weight capacity and a locking security bar allows you to padlock the drawers closed keeping them securely shut during transport. The tool box is constructed with impact resistant polymers, all-metal ball bearing slides, and metal reinforced corners for ultimate jobsite durability. The 2-Drawer Tool Box also allows you to customize their drawer layout with Quick-Adjust Dividers. The PACKOUT™ Modular Storage System allows you to customize your storage system for easy transportation and organization of tools and accessories.
",Locking Security Bar 	 | 50lbs Weight Capacity 	 | Impact Resistant Body	 | Internal Organization 	 | Metal Ball Bearing Drawer Slides	 | Quick-Adjust Dividers (Includes 1 set of dividers) | Metal Reinforced Corners	 | Metal Reinforced Locking Point | Part of the PACKOUT™ Modular Storage System	 | Modular Connectivity with ALL PACKOUT™ Components,"(1),PACKOUT™ 2-Drawer Tool Box,(48-22-8442),(1),Drawer Dividers for PACKOUT™ 2-Drawer Tool Box,(48-22-8472)","{'Weight': '20.05 lbs', 'Width': '22.2""', 'Height': '14.3""', 'Length': '16.3""'}","{'Zoom Image': '/-/media/Products/48-22-8442/new/48-22-8442_2.png?mw=520&mh=520&hash=B0C5315CA462E5736673734FA2E83473', 'Thumbnail': '/-/media/Products/48-22-8442/new/48-22-8442_2.png?mw=85&mh=85&hash=ACDFD48E598914F953A770E917A4F0E8'}"
https://www.milwaukeetool.com/Products/Storage-Solutions/PACKOUT/PACKOUT-Tool-Boxes/48-22-8443,Storage-Solutions,PACKOUT,PACKOUT-Tool-Boxes,Products/Storage-Solutions/PACKOUT/PACKOUT-Tool-Boxes/48-22-8443,PACKOUT 3-Drawer Tool Box | Milwaukee Tool,Milwaukee,Milwaukee Tools,48-22-8443,"Our PACKOUT™ 3-Drawer Tool Box has a 50lbs weight capacity and a locking security bar that allows you to padlock the drawers closed keeping them securely shut during transport. As part of the PACKOUT™ Modular Storage, the toolbox allows you to customize your storage system for easy transportation and organization of tools and accessories. This portable toolbox with drawers is constructed with impact-resistant polymers, all-metal ball bearing slides, and metal reinforced corners for ultimate jobsite durability. The 3-Drawer Tool Box also allows you to customize their drawer layout with Quick-Adjust Dividers. The MILWAUKEE® PACKOUT™ Modular Storage System is the industry's most versatile and durable storage system. ",Locking Security Bar 	 | 50lbs Weight Capacity 	 | Impact Resistant Body	 | Internal Organization 	 | Metal Ball Bearing Drawer Slides	 | Quick-Adjust Dividers (Includes 1 set of dividers) | Metal Reinforced Corners	 | Metal Reinforced Locking Point | Part of the PACKOUT™ Modular Storage System	 | Modular Connectivity with ALL PACKOUT™ Components,"(1),PACKOUT™ 3-Drawer Tool Box,(48-22-8443),(1),Drawer Dividers for PACKOUT™ 3-Drawer Tool Box,(48-22-8473)","{'Weight': '22.45 lbs', 'Width': '22.2""', 'Height': '14.3""', 'Length': '16.3""'}","{'Zoom Image': '/-/media/Products/48-22-8443/new/48-22-8443_2.png?mw=520&mh=520&hash=7A886412784739461EC5799F43B576CB', 'Thumbnail': '/-/media/Products/48-22-8443/new/48-22-8443_2.png?mw=85&mh=85&hash=7AFB77A0CA2F4E7E8F62382A87065114'}"
https://www.milwaukeetool.com/Products/Power-Tools/Concrete/Rotary-Hammers/2912-DE,Power-Tools,Concrete,Rotary-Hammers,Products/Power-Tools/Concrete/Rotary-Hammers/2912-DE,"M18 HAMMERVAC 1"" Dedicated Dust Extractor | Milwaukee Tool",Milwaukee,Milwaukee Tools,2912-DE,"Our HAMMERVAC™ 1 in. Dedicated Dust Extractor (2912-DE) features an inline design engineered to connect directly to and be power by the MILWAUKEE® M18 FUEL™ 1 in. SDS Plus Rotary Hammer (2912-20 and 2914-20). Utilizing the same replaceable certified HEPA filter as other HAMMERVACS™, which filters 99.97% of all particles greater than 0.3µm, means more compatibility on the jobsite. The built-in adjustable depth stop and ruler offers easy and precise adjustments. The dust extractor allows full OSHA Table One Compliance when drilling up to 1 in. diameter and 6 in. in depth. This extractor features our AUTOPULSE™ Filter Cleaning Mechanism that automatically cleans the filter after each use, ensuring you drill more effectively and for longer before needing to empty the dust box. The dust box comes equipped with a vacuum port that allows you to suction out the dust with a large vacuum or dust extractor (such as the 8960-20) instead of dumping the dust out into a trash receptacle, ensuring minimal exposure.	","Incudes Large and Small Dust Nozzles | HEPA Filter Included | Pairs with 2912-20 and 2914-20 Rotary Hammers | Translucent box to see dust levels | Small Nozzle for drilling up to 5/8"" holes | Large Nozzle for drilling up to 1"" holes | captures 99.97% of all particles greater than 0.3 microns | Will not work without HEPA filter | Extra HEPA Filters Available","(1),M18 FUEL™ HAMMERVAC™ 1"" Dedicated Dust Extractor,(2912-DE)","{'Power Source': 'Cordless', '\xa0': '\xa0'}","{'Zoom Image': '/-/media/Products/2912/2912-DE_1.png?mw=520&mh=520&hash=00E9CE1E482DE8D83E04867B761D6B62', 'Thumbnail': '/-/media/Products/2912/2912-DE_1.png?mw=85&mh=85&hash=4CA5E84A0E9170F288308B6CC24DEB7A'}"
https://www.milwaukeetool.com/Products/Safety-Solutions/Vibration-and-Noise/2912-20,Safety-Solutions,Vibration-and-Noise,2912-20,Products/Safety-Solutions/Vibration-and-Noise/2912-20,"M18 FUEL 1"" SDS Plus Rotary Hammer | Milwaukee Tool",Milwaukee,Milwaukee Tools,2912-20,"Our M18 FUEL™ 1"" SDS Plus Rotary Hammer is the next generation of cordless rotary hammers delivering ultimate jobsite performance and productivity. The MILWAUKEE® M18 FUEL™ 1"" SDS Plus Rotary Hammer is the fastest drilling rotary hammer in its class, includes AUTOSTOP™ Control for enhanced safety, and can drill up to (125) 3/8 in. x 2 in. holes per charge when paired with the M18™ HIGH OUTPUT™ XC6.0 Battery. The POWERSTATE™ Brushless Motor delivers you 2 ft-lbs of impact energy, 1,330 RPM, and 4,800 BPM, providing speed and power in the most demanding applications. REDLINK PLUS™ intelligence tool technology ensures maximum rotary drill performance and protects it from overload, overheating, and over-discharge. The M18™ REDLITHIUM™ HIGH OUTPUT™ XC6.0 Battery delivers 50% more power while running 50% cooler than the M18™ REDLITHIUM™ XC batteries. This hammer provides maximum control and enhanced safety with the AUTOSTOP™ Kickback Control. This feature prevents over-rotation if the tool gets bound up while you're drilling in rebar or hard aggregate. Our AVS Anti-Vibration System minimizes vibration for maximum comfort. ","POWERSTATE™ BRUSHLESS MOTOR	
 | REDLINK PLUS™ Intelligence: Integrates full-circle communication between tool, battery and charger to protect from overloading, overheating, and over-discharging | The M18™ REDLITHIUM™ HIGH OUTPUT™ XC6.0 Battery Pack provides 50% more power and runs 50% cooler vs M18™ REDLITHIUM™ XC battery packs | 3 Mode: Rotary Hammer, Hammer Only, Rotary Only	 | 2 ft-lbs Impact Energy	 | AVS Anti-Vibration Systems | 1,330 RPM	 | 4,800 BPM	 | Part of the M18™ System featuring over 200 tools","(1),M18 FUEL 1"" SDS Plus Rotary Hammer,(2912-20)","{'Power Source': 'Cordless', '\xa0': '\xa0'}","{'Zoom Image': '/-/media/Products/2912/2912-20_1.png?mw=520&mh=520&hash=C47ECB8431E64769A8A9D942D3189C36', 'Thumbnail': '/-/media/Products/2912/2912-20_1.png?mw=85&mh=85&hash=87344AB0550C931CA11962FC1256CAF1'}"
https://www.milwaukeetool.com/Products/Power-Tools/Specialty-Tools/49-93-2409,Power-Tools,Specialty-Tools,49-93-2409,Products/Power-Tools/Specialty-Tools/49-93-2409,"2-1/2"" Flared Contour Buffing Wheel | Milwaukee Tool",Milwaukee,Milwaukee Tools,49-93-2409,"Our 2-1/2"" Flared Contour Buffing Wheel is optimized for buffing inner liners of passenger, light truck, and commercial tires. The flared contour wheel design matches the tire shape to increase contact area for more consistent flat repairs. The rasp reduces buffing time, decreasing user fatigue.","2.5"" Wheel Size Optimized for Buffing Passenger, Light Truck, and Commercial Tires	 | Contour Wheels Reduce Buffing Time	 | Flared Design for Easier Access Inside Tire	 | Use with Milwaukee M12 FUEL™ Low Speed Tire Buffer (2409)	 | 3/8"" Arbor Hole Size","(1),2-1/2"" Flared Contour Buffing Wheel for M12 FUEL Low Speed Tire Buffer,(49-93-2409)","{'Height': '1.1""', 'Length': '2.6""', 'Weight': '0.2lbs', 'Width': '2.6""', 'Power Source': 'Cordless', 'Coating': 'Fine (170) Grit'}","{'Zoom Image': '/-/media/Products/49-93-2409/49-93-2409_101.png?mw=520&mh=520&hash=1050C340451EAFF7238E6E9890CE0137', 'Thumbnail': '/-/media/Products/49-93-2409/49-93-2409_101.png?mw=85&mh=85&hash=246ADA7C7984DE4364C64A98A0D44CFC'}"
